0 1 0 3 10 21 68 206 504 875 1052 855 414 87 ,0 0 0 2 9 22 72 216 498 864 1056 854 413 90 ,0 0 0 2 9 22 72 216 498 864 1056 854 413 90 ,0 0 0 0 3 22 88 228 486 848 1056 860 415 90 ,
0 0 2 3 6 28 76 202 484 860 1074 875 406 80 ,0 0 1 2 6 26 78 212 488 852 1065 874 410 82 ,0 0 0 2 9 24 76 220 486 840 1068 882 409 80 ,0 0 0 0 5 26 84 224 486 836 1060 880 413 82 ,
0 0 1 3 6 25 78 206 488 866 1065 863 410 85 ,0 0 1 2 5 23 74 216 506 858 1045 862 417 87 ,0 0 0 1 6 24 80 222 492 844 1056 873 414 84 ,0 0 0 0 4 23 80 228 504 842 1040 868 420 87 ,
0 0 1 2 5 23 74 216 506 858 1045 862 417 87 ,0 0 0 0 4 23 80 228 504 842 1040 868 420 87 ,0 0 1 3 6 25 78 206 488 866 1065 863 410 85 ,0 0 0 1 6 24 80 222 492 844 1056 873 414 84 ,
0 0 0 3 9 23 76 214 486 854 1068 871 409 83 ,0 0 0 1 7 23 76 226 498 838 1052 877 415 83 ,0 0 1 4 7 23 82 212 470 850 1085 880 403 79 ,0 0 0 1 9 29 76 210 486 850 1068 877 409 81 ,
0 0 0 1 8 24 76 218 492 856 1060 861 412 88 ,0 0 0 2 4 19 76 228 516 846 1028 866 424 87 ,0 0 1 2 6 24 82 216 476 852 1077 870 406 84 ,0 0 0 1 8 24 76 218 492 856 1060 861 412 88 ,
0 0 2 3 8 34 76 186 472 872 1090 875 400 78 ,0 0 1 3 8 27 78 206 476 854 1081 879 404 79 ,0 0 0 0 6 29 80 212 492 854 1056 868 414 85 ,0 0 0 0 2 21 88 236 492 830 1048 876 418 85 ,
0 1 1 3 12 28 78 198 452 857 1113 887 392 74 ,0 0 0 2 10 27 72 208 492 858 1064 870 410 83 ,0 0 0 1 8 30 80 206 480 856 1072 873 408 82 ,0 0 0 0 0 15 88 252 504 818 1032 876 424 87 ,
0 0 0 5 10 24 80 198 468 876 1088 861 402 84 ,0 0 1 2 6 26 78 212 488 852 1065 874 410 82 ,0 0 0 0 4 27 80 212 504 866 1040 852 420 91 ,0 0 0 0 2 17 80 244 516 830 1024 868 426 89 ,
0 0 2 2 9 32 76 200 466 852 1098 886 397 76 ,0 0 0 2 8 23 76 212 492 870 1060 850 412 91 ,0 0 0 1 4 28 84 210 492 856 1052 869 416 84 ,0 0 0 0 0 13 84 248 516 842 1020 848 428 97 ,
0 0 1 2 5 23 74 216 506 858 1045 862 417 87 ,0 0 1 3 6 25 78 206 488 866 1065 863 410 85 ,0 0 0 0 4 23 80 228 504 842 1040 868 420 87 ,0 0 0 1 6 24 80 222 492 844 1056 873 414 84 ,
0 0 1 2 6 26 78 212 488 852 1065 874 410 82 ,0 0 2 3 6 28 76 202 484 860 1074 875 406 80 ,0 0 0 0 5 26 84 224 486 836 1060 880 413 82 ,0 0 0 2 9 24 76 220 486 840 1068 882 409 80 ,
0 0 0 2 9 22 72 216 498 864 1056 854 413 90 ,0 1 0 3 10 21 68 206 504 875 1052 855 414 87 ,0 0 0 0 3 22 88 228 486 848 1056 860 415 90 ,0 0 0 2 9 22 72 216 498 864 1056 854 413 90 ,
0 0 0 2 4 19 76 228 516 846 1028 866 424 87 ,0 0 0 1 8 24 76 218 492 856 1060 861 412 88 ,0 0 0 1 8 24 76 218 492 856 1060 861 412 88 ,0 0 1 2 6 24 82 216 476 852 1077 870 406 84 ,
0 0 0 1 7 23 76 226 498 838 1052 877 415 83 ,0 0 0 3 9 23 76 214 486 854 1068 871 409 83 ,0 0 0 1 9 29 76 210 486 850 1068 877 409 81 ,0 0 1 4 7 23 82 212 470 850 1085 880 403 79 ,
0 0 0 0 4 23 80 228 504 842 1040 868 420 87 ,0 0 1 2 5 23 74 216 506 858 1045 862 417 87 ,0 0 0 1 6 24 80 222 492 844 1056 873 414 84 ,0 0 1 3 6 25 78 206 488 866 1065 863 410 85 ,
0 1 0 2 18 32 64 192 468 861 1104 886 394 74 ,0 0 1 4 12 26 70 208 476 844 1089 892 400 74 ,0 0 0 1 6 28 88 214 468 844 1080 881 406 80 ,0 0 0 0 2 25 96 228 468 830 1072 884 410 81 ,
0 1 1 3 12 28 78 198 452 857 1113 887 392 74 ,0 0 0 2 10 27 72 208 492 858 1064 870 410 83 ,0 0 0 1 8 30 80 206 480 856 1072 873 408 82 ,0 0 0 0 0 15 88 252 504 818 1032 876 424 87 ,
0 0 2 3 8 34 76 186 472 872 1090 875 400 78 ,0 0 1 3 8 27 78 206 476 854 1081 879 404 79 ,0 0 0 0 6 29 80 212 492 854 1056 868 414 85 ,0 0 0 0 2 21 88 236 492 830 1048 876 418 85 ,
0 0 2 3 6 28 76 202 484 860 1074 875 406 80 ,0 0 0 2 9 24 76 220 486 840 1068 882 409 80 ,0 0 1 2 6 26 78 212 488 852 1065 874 410 82 ,0 0 0 0 5 26 84 224 486 836 1060 880 413 82 ,
0 0 2 4 7 26 80 208 466 844 1094 892 399 74 ,0 0 0 3 10 26 80 210 468 848 1088 883 402 78 ,0 0 0 3 10 26 80 210 468 848 1088 883 402 78 ,0 0 0 2 6 23 88 224 468 834 1080 886 406 79 ,
0 0 1 4 7 23 82 212 470 850 1085 880 403 79 ,0 0 0 3 9 23 76 214 486 854 1068 871 409 83 ,0 0 0 1 9 29 76 210 486 850 1068 877 409 81 ,0 0 0 1 7 23 76 226 498 838 1052 877 415 83 ,
0 0 1 2 6 26 78 212 488 852 1065 874 410 82 ,0 0 0 0 5 26 84 224 486 836 1060 880 413 82 ,0 0 2 3 6 28 76 202 484 860 1074 875 406 80 ,0 0 0 2 9 24 76 220 486 840 1068 882 409 80 ,
0 0 0 3 10 26 80 210 468 848 1088 883 402 78 ,0 0 0 2 6 23 88 224 468 834 1080 886 406 79 ,0 0 2 4 7 26 80 208 466 844 1094 892 399 74 ,0 0 0 3 10 26 80 210 468 848 1088 883 402 78 ,
0 0 0 1 9 29 76 210 486 850 1068 877 409 81 ,0 0 0 1 7 23 76 226 498 838 1052 877 415 83 ,0 0 1 4 7 23 82 212 470 850 1085 880 403 79 ,0 0 0 3 9 23 76 214 486 854 1068 871 409 83 ,
0 0 2 3 8 34 76 186 472 872 1090 875 400 78 ,0 0 1 3 8 27 78 206 476 854 1081 879 404 79 ,0 0 0 0 6 29 80 212 492 854 1056 868 414 85 ,0 0 0 0 2 21 88 236 492 830 1048 876 418 85 ,
0 1 1 3 12 28 78 198 452 857 1113 887 392 74 ,0 0 0 2 10 27 72 208 492 858 1064 870 410 83 ,0 0 0 1 8 30 80 206 480 856 1072 873 408 82 ,0 0 0 0 0 15 88 252 504 818 1032 876 424 87 ,
0 0 0 3 9 23 76 214 486 854 1068 871 409 83 ,0 0 1 4 7 23 82 212 470 850 1085 880 403 79 ,0 0 0 1 7 23 76 226 498 838 1052 877 415 83 ,0 0 0 1 9 29 76 210 486 850 1068 877 409 81 ,
0 0 0 3 10 26 80 210 468 848 1088 883 402 78 ,0 0 2 4 7 26 80 208 466 844 1094 892 399 74 ,0 0 0 2 6 23 88 224 468 834 1080 886 406 79 ,0 0 0 3 10 26 80 210 468 848 1088 883 402 78 ,
0 0 0 2 9 24 76 220 486 840 1068 882 409 80 ,0 0 2 3 6 28 76 202 484 860 1074 875 406 80 ,0 0 0 0 5 26 84 224 486 836 1060 880 413 82 ,0 0 1 2 6 26 78 212 488 852 1065 874 410 82 ,
0 0 0 1 7 23 76 226 498 838 1052 877 415 83 ,0 0 0 1 9 29 76 210 486 850 1068 877 409 81 ,0 0 0 3 9 23 76 214 486 854 1068 871 409 83 ,0 0 1 4 7 23 82 212 470 850 1085 880 403 79 ,
0 0 0 2 6 23 88 224 468 834 1080 886 406 79 ,0 0 0 3 10 26 80 210 468 848 1088 883 402 78 ,0 0 0 3 10 26 80 210 468 848 1088 883 402 78 ,0 0 2 4 7 26 80 208 466 844 1094 892 399 74 ,
0 0 0 0 5 26 84 224 486 836 1060 880 413 82 ,0 0 1 2 6 26 78 212 488 852 1065 874 410 82 ,0 0 0 2 9 24 76 220 486 840 1068 882 409 80 ,0 0 2 3 6 28 76 202 484 860 1074 875 406 80 ,
0 1 0 3 10 25 76 198 480 875 1076 863 406 83 ,0 0 1 2 8 26 74 208 488 864 1069 862 408 86 ,0 0 0 1 6 22 76 218 504 868 1044 845 418 94 ,0 0 0 0 2 19 84 232 504 854 1036 848 422 95 ,
0 0 1 3 6 25 78 206 488 866 1065 863 410 85 ,0 0 0 1 6 24 80 222 492 844 1056 873 414 84 ,0 0 1 2 5 23 74 216 506 858 1045 862 417 87 ,0 0 0 0 4 23 80 228 504 842 1040 868 420 87 ,
0 0 1 4 7 23 82 212 470 850 1085 880 403 79 ,0 0 0 1 9 29 76 210 486 850 1068 877 409 81 ,0 0 0 3 9 23 76 214 486 854 1068 871 409 83 ,0 0 0 1 7 23 76 226 498 838 1052 877 415 83 ,
0 0 1 2 6 24 82 216 476 852 1077 870 406 84 ,0 0 0 1 8 24 76 218 492 856 1060 861 412 88 ,0 0 0 1 8 24 76 218 492 856 1060 861 412 88 ,0 0 0 2 4 19 76 228 516 846 1028 866 424 87 ,
0 0 0 2 9 22 72 216 498 864 1056 854 413 90 ,0 0 0 0 3 22 88 228 486 848 1056 860 415 90 ,0 1 0 3 10 21 68 206 504 875 1052 855 414 87 ,0 0 0 2 9 22 72 216 498 864 1056 854 413 90 ,
0 0 0 2 9 24 76 220 486 840 1068 882 409 80 ,0 0 0 0 5 26 84 224 486 836 1060 880 413 82 ,0 0 2 3 6 28 76 202 484 860 1074 875 406 80 ,0 0 1 2 6 26 78 212 488 852 1065 874 410 82 ,
0 0 0 1 6 24 80 222 492 844 1056 873 414 84 ,0 0 0 0 4 23 80 228 504 842 1040 868 420 87 ,0 0 1 3 6 25 78 206 488 866 1065 863 410 85 ,0 0 1 2 5 23 74 216 506 858 1045 862 417 87 ,
0 0 0 1 8 24 76 218 492 856 1060 861 412 88 ,0 0 1 2 6 24 82 216 476 852 1077 870 406 84 ,0 0 0 2 4 19 76 228 516 846 1028 866 424 87 ,0 0 0 1 8 24 76 218 492 856 1060 861 412 88 ,
0 0 0 1 9 29 76 210 486 850 1068 877 409 81 ,0 0 1 4 7 23 82 212 470 850 1085 880 403 79 ,0 0 0 1 7 23 76 226 498 838 1052 877 415 83 ,0 0 0 3 9 23 76 214 486 854 1068 871 409 83 ,
0 0 0 1 6 24 80 222 492 844 1056 873 414 84 ,0 0 1 3 6 25 78 206 488 866 1065 863 410 85 ,0 0 0 0 4 23 80 228 504 842 1040 868 420 87 ,0 0 1 2 5 23 74 216 506 858 1045 862 417 87 ,
0 0 0 0 4 23 80 228 504 842 1040 868 420 87 ,0 0 0 1 6 24 80 222 492 844 1056 873 414 84 ,0 0 1 2 5 23 74 216 506 858 1045 862 417 87 ,0 0 1 3 6 25 78 206 488 866 1065 863 410 85 ,
0 0 0 0 5 26 84 224 486 836 1060 880 413 82 ,0 0 0 2 9 24 76 220 486 840 1068 882 409 80 ,0 0 1 2 6 26 78 212 488 852 1065 874 410 82 ,0 0 2 3 6 28 76 202 484 860 1074 875 406 80 ,
0 0 0 0 3 22 88 228 486 848 1056 860 415 90 ,0 0 0 2 9 22 72 216 498 864 1056 854 413 90 ,0 0 0 2 9 22 72 216 498 864 1056 854 413 90 ,0 1 0 3 10 21 68 206 504 875 1052 855 414 87 ,
0 1 1 3 12 28 78 198 452 857 1113 887 392 74 ,0 0 0 1 8 30 80 206 480 856 1072 873 408 82 ,0 0 0 2 10 27 72 208 492 858 1064 870 410 83 ,0 0 0 0 0 15 88 252 504 818 1032 876 424 87 ,
0 0 2 2 9 32 76 200 466 852 1098 886 397 76 ,0 0 0 1 4 28 84 210 492 856 1052 869 416 84 ,0 0 0 2 8 23 76 212 492 870 1060 850 412 91 ,0 0 0 0 0 13 84 248 516 842 1020 848 428 97 ,
0 1 0 3 10 25 76 198 480 875 1076 863 406 83 ,0 0 0 1 6 22 76 218 504 868 1044 845 418 94 ,0 0 1 2 8 26 74 208 488 864 1069 862 408 86 ,0 0 0 0 2 19 84 232 504 854 1036 848 422 95 ,
0 0 2 3 8 34 76 186 472 872 1090 875 400 78 ,0 0 0 0 6 29 80 212 492 854 1056 868 414 85 ,0 0 1 3 8 27 78 206 476 854 1081 879 404 79 ,0 0 0 0 2 21 88 236 492 830 1048 876 418 85 ,
0 0 0 5 10 24 80 198 468 876 1088 861 402 84 ,0 0 0 0 4 27 80 212 504 866 1040 852 420 91 ,0 0 1 2 6 26 78 212 488 852 1065 874 410 82 ,0 0 0 0 2 17 80 244 516 830 1024 868 426 89 ,
0 1 1 3 12 28 78 198 452 857 1113 887 392 74 ,0 0 0 1 8 30 80 206 480 856 1072 873 408 82 ,0 0 0 2 10 27 72 208 492 858 1064 870 410 83 ,0 0 0 0 0 15 88 252 504 818 1032 876 424 87 ,
0 0 2 3 8 34 76 186 472 872 1090 875 400 78 ,0 0 0 0 6 29 80 212 492 854 1056 868 414 85 ,0 0 1 3 8 27 78 206 476 854 1081 879 404 79 ,0 0 0 0 2 21 88 236 492 830 1048 876 418 85 ,
0 1 0 2 18 32 64 192 468 861 1104 886 394 74 ,0 0 0 1 6 28 88 214 468 844 1080 881 406 80 ,0 0 1 4 12 26 70 208 476 844 1089 892 400 74 ,0 0 0 0 2 25 96 228 468 830 1072 884 410 81 ,
0 0 2 3 8 34 76 186 472 872 1090 875 400 78 ,0 0 0 0 6 29 80 212 492 854 1056 868 414 85 ,0 0 1 3 8 27 78 206 476 854 1081 879 404 79 ,0 0 0 0 2 21 88 236 492 830 1048 876 418 85 ,
0 0 0 5 10 24 80 198 468 876 1088 861 402 84 ,0 0 0 0 4 27 80 212 504 866 1040 852 420 91 ,0 0 1 2 6 26 78 212 488 852 1065 874 410 82 ,0 0 0 0 2 17 80 244 516 830 1024 868 426 89 ,
0 0 2 3 8 34 76 186 472 872 1090 875 400 78 ,0 0 0 0 6 29 80 212 492 854 1056 868 414 85 ,0 0 1 3 8 27 78 206 476 854 1081 879 404 79 ,0 0 0 0 2 21 88 236 492 830 1048 876 418 85 ,
0 1 0 3 10 25 76 198 480 875 1076 863 406 83 ,0 0 0 1 6 22 76 218 504 868 1044 845 418 94 ,0 0 1 2 8 26 74 208 488 864 1069 862 408 86 ,0 0 0 0 2 19 84 232 504 854 1036 848 422 95 ,
0 1 1 3 12 28 78 198 452 857 1113 887 392 74 ,0 0 0 1 8 30 80 206 480 856 1072 873 408 82 ,0 0 0 2 10 27 72 208 492 858 1064 870 410 83 ,0 0 0 0 0 15 88 252 504 818 1032 876 424 87 ,
0 0 2 2 9 32 76 200 466 852 1098 886 397 76 ,0 0 0 1 4 28 84 210 492 856 1052 869 416 84 ,0 0 0 2 8 23 76 212 492 870 1060 850 412 91 ,0 0 0 0 0 13 84 248 516 842 1020 848 428 97 ,
0 1 1 3 12 28 78 198 452 857 1113 887 392 74 ,0 0 0 1 8 30 80 206 480 856 1072 873 408 82 ,0 0 0 2 10 27 72 208 492 858 1064 870 410 83 ,0 0 0 0 0 15 88 252 504 818 1032 876 424 87 ,
0 0 1 4 5 25 78 200 494 874 1057 860 413 85 ,0 0 1 3 10 25 74 210 476 854 1085 875 402 81 ,0 0 0 0 4 19 76 232 516 854 1028 848 424 95 ,0 0 0 0 4 23 84 224 492 854 1052 856 416 91 ,
0 0 1 3 10 25 74 210 476 854 1085 875 402 81 ,0 0 1 4 5 25 78 200 494 874 1057 860 413 85 ,0 0 0 0 4 23 84 224 492 854 1052 856 416 91 ,0 0 0 0 4 19 76 232 516 854 1028 848 424 95 ,
0 0 1 1 9 24 70 210 494 880 1065 837 409 96 ,0 0 0 3 7 25 80 210 486 854 1064 875 411 81 ,0 0 0 0 4 15 76 232 516 878 1028 816 424 107 ,0 0 0 0 2 17 84 240 504 842 1036 856 422 93 ,
0 0 0 3 7 25 80 210 486 854 1064 875 411 81 ,0 0 1 1 9 24 70 210 494 880 1065 837 409 96 ,0 0 0 0 2 17 84 240 504 842 1036 856 422 93 ,0 0 0 0 4 15 76 232 516 878 1028 816 424 107 ,
0 0 2 0 9 24 68 212 490 884 1074 828 405 100 ,0 0 1 1 7 22 70 210 506 892 1049 821 415 102 ,0 0 0 1 5 21 80 222 498 862 1048 849 417 93 ,0 0 0 0 3 20 80 228 510 860 1032 844 423 96 ,
0 1 0 2 11 21 68 212 498 867 1060 858 411 87 ,0 0 0 3 8 22 72 210 504 872 1048 851 416 90 ,0 0 0 1 7 25 76 218 498 850 1052 869 415 85 ,0 0 0 0 3 22 84 232 498 836 1044 872 419 86 ,
0 0 2 0 9 24 68 212 490 884 1074 828 405 100 ,0 0 1 1 7 22 70 210 506 892 1049 821 415 102 ,0 0 0 1 5 21 80 222 498 862 1048 849 417 93 ,0 0 0 0 3 20 80 228 510 860 1032 844 423 96 ,
0 0 0 3 4 20 76 214 516 872 1028 847 424 92 ,0 0 0 1 4 18 76 226 516 868 1028 837 424 98 ,0 0 1 1 5 24 78 218 494 856 1057 861 413 88 ,0 0 0 1 5 21 80 222 498 862 1048 849 417 93 ,
0 0 1 0 9 29 62 208 518 866 1041 856 417 89 ,0 0 0 0 6 25 76 216 504 866 1044 848 418 93 ,0 0 1 2 5 31 78 196 494 870 1057 866 413 83 ,0 0 0 1 7 23 80 222 486 850 1064 865 411 87 ,
0 0 0 3 4 20 76 214 516 872 1028 847 424 92 ,0 0 0 1 4 18 76 226 516 868 1028 837 424 98 ,0 0 1 1 5 24 78 218 494 856 1057 861 413 88 ,0 0 0 1 5 21 80 222 498 862 1048 849 417 93 ,
0 0 1 2 10 32 70 196 488 864 1073 874 406 80 ,0 0 1 4 9 27 82 204 458 850 1101 888 397 75 ,0 0 0 0 3 22 84 232 498 836 1044 872 419 86 ,0 0 0 0 3 26 92 224 474 836 1068 880 411 82 ,
0 0 2 2 7 28 76 208 478 852 1082 878 403 80 ,0 0 0 2 8 25 84 212 468 858 1084 866 404 85 ,0 0 0 1 4 22 76 226 516 844 1028 869 424 86 ,0 0 0 0 0 15 92 248 492 830 1044 864 420 91 ,
0 0 0 3 8 26 80 202 480 872 1072 859 408 86 ,0 0 1 2 8 30 78 204 476 852 1081 882 404 78 ,0 0 0 0 2 19 80 236 516 842 1024 860 426 91 ,0 0 0 0 2 23 88 228 492 842 1048 868 418 87 ,
0 0 3 2 5 31 70 200 498 858 1063 878 409 79 ,0 0 0 1 7 25 68 210 522 874 1028 845 423 93 ,0 0 0 3 7 23 84 214 474 854 1076 871 407 83 ,0 0 0 0 1 20 84 232 510 848 1028 856 425 92 ,
0 0 2 4 7 28 80 200 466 856 1094 884 399 76 ,0 0 0 1 8 24 72 222 504 844 1048 873 416 84 ,0 0 0 2 10 29 80 208 468 846 1088 886 402 77 ,0 0 0 0 2 19 88 244 492 818 1048 884 418 83 ,
0 0 1 4 7 25 82 204 470 862 1085 872 403 81 ,0 0 0 1 7 21 68 226 522 850 1028 861 423 89 ,0 0 0 1 7 29 84 210 474 850 1076 877 407 81 ,0 0 0 0 1 16 84 248 510 824 1028 872 425 88 ,
0 0 1 2 6 24 78 220 488 840 1065 882 410 80 ,0 0 0 0 3 18 76 240 522 836 1020 864 427 90 ,0 0 1 3 7 26 82 210 470 848 1085 883 403 78 ,0 0 0 0 5 24 76 224 510 848 1036 864 421 88 ,
0 0 0 4 10 23 80 212 468 850 1088 880 402 79 ,0 0 0 0 4 21 80 236 504 830 1040 876 420 85 ,0 0 1 4 8 28 86 200 452 856 1105 884 396 76 ,0 0 0 0 6 27 80 220 492 842 1056 876 414 83 ,
0 0 0 1 11 27 72 214 486 850 1072 873 407 83 ,0 0 0 0 3 20 72 236 534 836 1008 868 431 88 ,0 0 1 2 7 29 86 204 458 858 1097 874 399 81 ,0 0 0 0 5 22 80 228 498 848 1048 860 417 90 ,
0 0 0 4 9 24 76 200 486 880 1068 852 409 88 ,0 0 0 2 10 29 80 208 468 846 1088 886 402 77 ,0 0 0 0 1 24 84 216 510 872 1028 840 425 96 ,0 0 0 0 1 20 92 240 486 824 1052 880 417 84 ,
0 0 1 2 8 30 78 204 476 852 1081 882 404 78 ,0 0 0 3 8 26 80 202 480 872 1072 859 408 86 ,0 0 0 0 2 23 88 228 492 842 1048 868 418 87 ,0 0 0 0 2 19 80 236 516 842 1024 860 426 91 ,
0 0 0 5 7 21 84 202 474 882 1076 849 407 89 ,0 0 1 2 7 23 66 216 518 858 1037 862 419 87 ,0 0 0 1 5 27 84 210 486 862 1060 861 413 87 ,0 0 0 0 3 26 84 216 498 860 1044 856 419 90 ,
0 0 1 4 7 25 82 204 470 862 1085 872 403 81 ,0 0 0 3 9 21 76 222 486 842 1068 879 409 81 ,0 0 0 1 8 28 80 214 480 844 1072 881 408 80 ,0 0 0 0 4 25 88 228 480 830 1064 884 412 81 ,
0 0 1 3 6 23 78 214 488 854 1065 871 410 83 ,0 0 0 2 8 23 72 216 504 858 1048 862 416 87 ,0 0 0 0 5 28 84 216 486 848 1060 872 413 84 ,0 0 0 1 3 17 84 242 498 826 1044 877 419 85 ,
0 0 0 1 7 25 76 218 498 850 1052 869 415 85 ,0 0 0 1 5 19 76 234 510 838 1036 869 421 87 ,0 0 0 2 9 26 76 212 486 852 1068 874 409 82 ,0 0 0 1 6 26 80 214 492 856 1056 865 414 86 ,
0 0 0 3 8 22 80 218 480 848 1072 875 408 82 ,0 0 0 0 6 27 80 220 492 842 1056 876 414 83 ,0 0 0 2 12 31 72 200 480 858 1080 878 404 79 ,0 0 0 2 7 24 84 220 474 840 1076 882 407 80 ,
0 0 0 2 6 21 80 224 492 846 1056 870 414 85 ,0 0 0 1 4 20 80 230 504 844 1040 865 420 88 ,0 0 0 2 8 27 80 208 480 858 1072 870 408 83 ,0 0 0 2 5 22 84 220 486 852 1060 866 413 86 ,
0 0 1 1 9 24 70 210 494 880 1065 837 409 96 ,0 0 0 3 7 25 80 210 486 854 1064 875 411 81 ,0 0 0 0 4 15 76 232 516 878 1028 816 424 107 ,0 0 0 0 2 17 84 240 504 842 1036 856 422 93 ,
0 0 1 3 5 26 78 206 494 860 1057 871 413 82 ,0 0 0 1 5 21 72 214 522 886 1024 825 425 101 ,0 0 0 2 7 18 80 232 486 840 1064 870 411 86 ,0 0 0 0 1 18 80 228 522 872 1016 828 429 102 ,
0 0 0 4 10 23 80 212 468 850 1088 880 402 79 ,0 0 0 1 5 23 76 218 510 862 1036 853 421 91 ,0 0 0 1 9 27 76 218 486 838 1068 885 409 79 ,0 0 0 0 1 20 84 232 510 848 1028 856 425 92 ,
0 0 0 2 9 24 80 216 474 852 1080 870 405 84 ,0 0 0 1 4 18 76 226 516 868 1028 837 424 98 ,0 0 0 0 4 31 84 208 492 854 1052 872 416 83 ,0 0 0 0 2 13 76 248 528 842 1012 848 430 97 ,
0 0 0 2 7 18 80 232 486 840 1064 870 411 86 ,0 0 0 0 1 18 80 228 522 872 1016 828 429 102 ,0 0 1 3 5 26 78 206 494 860 1057 871 413 82 ,0 0 0 1 5 21 72 214 522 886 1024 825 425 101 ,
